#,INCIDENT TITLE,INCIDENT DATE,LOCATION,DESCRIPTION,CATEGORY,LATITUDE,LONGITUDE,APPROVED,VERIFIED
"3202","Aqui a Emenda N°35 destina R$ 671.800,00  para MANUTENÇÃO DE SERVIÇOS ADMINISTRATIVOS GERAIS-CÂMARA LEGISLATIVA. DO DISTRITO","2012-02-21 17:29:00","BRASÍLIA","Emenda N°35&lt;BR&gt;Valor:  R$ 671.800,00 &lt;BR&gt;Autor: Mesa Diretora &lt;BR&gt;O valor será gasto em: MANUTENÇÃO DE SERVIÇOS ADMINISTRATIVOS GERAIS-CÂMARA LEGISLATIVA. DO DISTRITO&lt;BR&gt;Região do DF onde será gasto o recurso: 01 - REGIÃO I - PLANO PILOTO&lt;BR&gt;Ação: 08517- MANUTENÇÃO DE SERVIÇOS ADMINISTRATIVOS GERAIS&lt;BR&gt;Função: 01 - LEGISLATIVA&lt;BR&gt;Subfunção: 00065 -·MANUTENÇÃO DE SERVIÇOS ADMINISTRATIVOS GERAIS-CÂMARA LEGISLATiVA DO DISTRITO FEDERAL- PLANO PILOTO &lt;BR&gt;Unidade Orçamentária: 1102 - CAMARA LEGISLATIVA DO DISTRITO FEDERAL","BRASÍLIA, MESA DIRETORA, ","-15.79247","-47.88239",YES,YES
"3203","Aqui a Emenda N°38 destina R$ 175.000,00  para MANUTENÇÃO DE SERVIÇOS ADMINISTRATIVOS GERAIS-CÂMARA LEGISLATIVA DO DISTRITO","2012-02-21 17:29:00","BRASÍLIA","Emenda N°38&lt;BR&gt;Valor:  R$ 175.000,00 &lt;BR&gt;Autor: Mesa Diretora &lt;BR&gt;O valor será gasto em: MANUTENÇÃO DE SERVIÇOS ADMINISTRATIVOS GERAIS-CÂMARA LEGISLATIVA DO DISTRITO&lt;BR&gt;Região do DF onde será gasto o recurso: 01 - REGIÃO I - PLANO PILOTO&lt;BR&gt;Ação: 08517 - MANUTENÇÃO DE SERVIÇOS ADMINISTRATIVOS GERAIS &lt;BR&gt;Função: 01 -LEGISLATIVA &lt;BR&gt;Subfunção: 122 - ADMINISTRAÇÃO GERAL.&lt;BR&gt;Unidade Orçamentária: 01101- CAMARA LEGISLATIVA DO DISTRITO FEDERAL","BRASÍLIA, MESA DIRETORA, ","-15.79247","-47.88239",YES,YES
"3204","Aqui a Emenda N°40 destina R$ 15.000.000,00  para ADMINISTRAÇÃO DE PESSOALCÂMARA LEGISLATIVA DO DISTRITO FEDERAL- PLANO PILOTO","2012-02-21 17:29:00","BRASÍLIA","Emenda N°40&lt;BR&gt;Valor:  R$ 15.000.000,00 &lt;BR&gt;Autor: Mesa Diretora &lt;BR&gt;O valor será gasto em: ADMINISTRAÇÃO DE PESSOALCÂMARA LEGISLATIVA DO DISTRITO FEDERAL- PLANO PILOTO&lt;BR&gt;Região do DF onde será gasto o recurso: 01 - REGIÃO I - PLANO PILOTO&lt;BR&gt;Ação: 08502- ADMINISTRAÇÃO DE PESSOAL &lt;BR&gt;Função: 01 -LEGISLATIVA &lt;BR&gt;Subfunção: 122- ADMINISTRAÇÃO GERAL &lt;BR&gt;Unidade Orçamentária: 01101 - CAMARA LEGISLATIVA DO DISTRITO FEDERAL","BRASÍLIA, MESA DIRETORA, ","-15.79247","-47.88239",YES,YES
"3205","Aqui a Emenda N°42 destina R$ 2.534.387,00  para MANUTENÇÃO DE SERVIÇOS ADMINISTRATIVOS GERAIS-CÂMARA LEGISLATIVA DO DISTRITO","2012-02-21 17:29:00","BRASÍLIA","Emenda N°42&lt;BR&gt;Valor:  R$ 2.534.387,00 &lt;BR&gt;Autor: Mesa Diretora &lt;BR&gt;O valor será gasto em: MANUTENÇÃO DE SERVIÇOS ADMINISTRATIVOS GERAIS-CÂMARA LEGISLATIVA DO DISTRITO&lt;BR&gt;Região do DF onde será gasto o recurso: 01 - REGIÃO I - PLANO PILOTO&lt;BR&gt;Ação: 08517- MANUTENÇÃO DE SERVIÇOS ADMINISTRATIVOS GERAIS&lt;BR&gt;Função: 01 - LEGISLATIVA &lt;BR&gt;Subfunção: 122- ADMINISTRAÇÃO GERAL &lt;BR&gt;Unidade Orçamentária: 01101- CAMARA LEGISLATIVA DO DISTRITO FEDERAL","BRASÍLIA, MESA DIRETORA, ","-15.79247","-47.88239",YES,YES
"3206","Aqui a Emenda N°44 destina R$ 1.325.781,00  para GESTÃO, MANUTENÇAO E SERVIÇOS AO ESTADO- LEGISLA","2012-02-21 17:29:00","BRASÍLIA","Emenda N°44&lt;BR&gt;Valor:  R$ 1.325.781,00 &lt;BR&gt;Autor: Mesa Diretora &lt;BR&gt;O valor será gasto em: GESTÃO, MANUTENÇAO E SERVIÇOS AO ESTADO- LEGISLA&lt;BR&gt;Região do DF onde será gasto o recurso: 01 - REGIÃO I - PLANO PILOTO&lt;BR&gt;Ação: 302- ASSISTÊNCIA HOSPITALAR E AMBULATORIAL &lt;BR&gt;Função: 2- SEGURIDADE SOCIAL &lt;BR&gt;Subfunção: 302-ASSISTÊNCIA HOSPITALAR E AMBULATORIAL&lt;BR&gt;Unidade Orçamentária: 01901- FUNDO DE ASSISTÊNCIA À SAÚDE DA CÂMARA LEGISLATIVA","BRASÍLIA, MESA DIRETORA, ","-15.79247","-47.88239",YES,YES
"3207","Aqui a Emenda N°45 destina R$ 350.000,00  para MANUTENÇÃO DO FUNDO DE ASSISTÊNCIA A SAÚDE DOS SERVIDORES DA CLDF-PLANO PILO","2012-02-21 17:29:00","BRASÍLIA","Emenda N°45&lt;BR&gt;Valor:  R$ 350.000,00 &lt;BR&gt;Autor: Dr. Charles &lt;BR&gt;O valor será gasto em: MANUTENÇÃO DO FUNDO DE ASSISTÊNCIA A SAÚDE DOS SERVIDORES DA CLDF-PLANO PILO&lt;BR&gt;Região do DF onde será gasto o recurso: 01 - REGIÃO I - PLANO PILOTO&lt;BR&gt;Ação: 0111 - EXECUÇÃO DE OBRAS DE URBANIZAÇÃO&lt;BR&gt;Função: 15- URBANISMO&lt;BR&gt;Subfunção: 451 -INFRA-ESTRUTURA URBANA&lt;BR&gt;Unidade Orçamentária: 11133 - ADMINISTRAÇÃO REGIONAL DE VICENTE PIRES","BRASÍLIA, Dr. Charles, ","-15.79247","-47.88239",YES,YES
"3208","Aqui a Emenda N°70 destina R$ 90.000,00  para Apoio à realização da ``Feira Cultural e Ação Cidadã`` em Ceilândia","2012-02-21 17:29:00","CEILÂNDIA","Emenda N°70&lt;BR&gt;Valor:  R$ 90.000,00 &lt;BR&gt;Autor: Dr. Charles &lt;BR&gt;O valor será gasto em: Apoio à realização da ``Feira Cultural e Ação Cidadã`` em Ceilândia&lt;BR&gt;Região do DF onde será gasto o recurso: 09 - REGIÃO IX - CEILÂNDIA&lt;BR&gt;Ação: 03678 - REALIZAÇÃO DE EVENTOS&lt;BR&gt;Função: 13 - CULTURA &lt;BR&gt;Subfunção: 392 - DIFUSÃO CULTURAL&lt;BR&gt;Unidade Orçamentária: 16101- SECRETARIA DE ESTADO DE CULTURA DO DISTRITO FEDERAL","CEILÂNDIA, Dr. Charles, ","-15.81579","-48.11825",YES,YES
"3209","Aqui a Emenda N°77 destina R$ 70.000,00  para Apoio à realização do 2`` Festival Contra as Drogas`` em Samambaia","2012-02-21 17:29:00","SAMAMBAIA","Emenda N°77&lt;BR&gt;Valor:  R$ 70.000,00 &lt;BR&gt;Autor: Dr. Charles &lt;BR&gt;O valor será gasto em: Apoio à realização do 2`` Festival Contra as Drogas`` em Samambaia&lt;BR&gt;Região do DF onde será gasto o recurso: 12 - REGIÃO XII - SAMAMBAIA &lt;BR&gt;Ação: 03678 - REALIZAÇÃO DE EVENTOS &lt;BR&gt;Função: 13- CULTURA &lt;BR&gt;Subfunção: 392 - DIFUSÃO CULTURAL&lt;BR&gt;Unidade Orçamentária: 16101 - SECRETARIA DE ESTADO DE CULTURA DO DISTRITO FEDERAL ","SAMAMBAIA, Dr. Charles, ","-15.87681","-48.08827",YES,YES
"3210","Aqui a Emenda N°91 destina R$ 60.000,00  para REALIZAÇÃO DAS OLIMPfADAS DA INTEGRAÇÃO DA SECRETARIA DE SEGURANÇA","2012-02-21 17:29:00","DISTRITO FEDERAL","Emenda N°91&lt;BR&gt;Valor:  R$ 60.000,00 &lt;BR&gt;Autor: Aylton Gomes &lt;BR&gt;O valor será gasto em: REALIZAÇÃO DAS OLIMPfADAS DA INTEGRAÇÃO DA SECRETARIA DE SEGURANÇA&lt;BR&gt;Região do DF onde será gasto o recurso: 99 - DISTRITO FEDERAL&lt;BR&gt;Ação: 03678- REALIZAÇÃO DE EVENTOS &lt;BR&gt;Função: 06 - SEGURANÇA PÚBLICA &lt;BR&gt;Subfunção: 181- POLICIAMENTO &lt;BR&gt;Unidade Orçamentária: 24101- SECRETARIA DE ESTADO DE SEGURANCA PÚBLICA DO DISTRITO FEDERAL","DISTRITO FEDERAL, Aylton Gomes, ","-15.7924","-47.88236",YES,YES
"3211","Aqui a Emenda N°98 destina R$ 500.000,00  para CONSTRUÇÃO DE DIVERSAS PRAÇAS PÚBLICAS EM ÁGUAS CLARAS","2012-02-21 17:29:00","ÁGUAS CLARAS","Emenda N°98&lt;BR&gt;Valor:  R$ 500.000,00 &lt;BR&gt;Autor: Aylton Gomes &lt;BR&gt;O valor será gasto em: CONSTRUÇÃO DE DIVERSAS PRAÇAS PÚBLICAS EM ÁGUAS CLARAS&lt;BR&gt;Região do DF onde será gasto o recurso: 20 - REGIÃO XX - ÁGUAS CLARAS &lt;BR&gt;Ação: 01950- CONSTRUÇÃO DE PRAÇAS PÚBLICAS E PARQUES&lt;BR&gt;Função: 15- URBANISMO&lt;BR&gt;Subfunção: 451 - INFRA-ESTRUTURA URBANA&lt;BR&gt;Unidade Orçamentária: 11122- ADMINISTRAÇÃO REGIONAL DE ÁGUAS CLARAS","ÁGUAS CLARAS, Aylton Gomes, ","-15.83687","-48.02512",YES,YES
